latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-17.3866,124.15505,319.74,1.17,1.08,2026-05-04,0724,A,68,6.1NRT,305.59,10.29,D
-17.3883,124.14439,317.5,1.17,1.08,2026-05-04,0724,A,62,6.1NRT,304.4,7.76,D
-17.28835,124.70481,317.84,1.25,1.11,2026-05-04,0724,A,59,6.1NRT,304.55,10.27,D
-17.57998,122.8548,320.75,1.04,1.02,2026-05-04,0724,A,63,6.1NRT,304.42,9.28,D
-17.58143,122.84531,347.25,1.04,1.02,2026-05-04,0724,A,94,6.1NRT,306.85,49.33,D
-17.24829,124.88827,319.14,1.29,1.13,2026-05-04,0724,A,67,6.1NRT,304.05,12.39,D
-17.31523,124.4778,316.97,1.22,1.1,2026-05-04,0724,A,36,6.1NRT,305.15,8.08,D
-17.57252,122.84379,328.41,1.04,1.02,2026-05-04,0724,A,80,6.1NRT,305.36,18.45,D
-17.21698,125.01633,319.33,1.31,1.14,2026-05-04,0724,A,67,6.1NRT,306.42,9.77,D
-17.23844,124.88644,316.23,1.29,1.13,2026-05-04,0724,A,57,6.1NRT,303.27,8.14,D
-17.51187,123.1777,328.71,1.06,1.03,2026-05-04,0724,A,81,6.1NRT,302.97,20.94,D
-17.30501,124.41917,317.4,1.21,1.09,2026-05-04,0724,A,30,6.1NRT,302.85,8.74,D
-17.30681,124.40816,331.45,1.21,1.09,2026-05-04,0724,A,83,6.1NRT,305.32,30.1,D
-17.30859,124.39717,326.79,1.21,1.09,2026-05-04,0724,A,78,6.1NRT,305.23,22.44,D
-17.50286,123.17616,319.76,1.06,1.03,2026-05-04,0724,A,64,6.1NRT,302.33,10.68,D
-17.29544,124.41744,332.42,1.21,1.09,2026-05-04,0724,A,84,6.1NRT,303.34,29.82,D
-17.29724,124.40646,339.63,1.21,1.09,2026-05-04,0724,A,89,6.1NRT,305.61,45.38,D
-17.49384,123.17462,319.92,1.06,1.03,2026-05-04,0724,A,70,6.1NRT,303.01,11.14,D
-17.17722,125.00208,320.4,1.31,1.14,2026-05-04,0724,A,54,6.1NRT,304.72,9.42,D
-17.26232,124.47297,316.87,1.22,1.1,2026-05-04,0724,A,44,6.1NRT,303.88,8.54,D
-17.26938,124.4287,319.77,1.21,1.09,2026-05-04,0724,A,49,6.1NRT,305.5,9.99,D
-17.16728,125.00026,320.8,1.31,1.14,2026-05-04,0724,A,52,6.1NRT,305.67,10.76,D
-17.22682,124.38701,340.5,1.21,1.09,2026-05-04,0724,A,89,6.1NRT,304.34,48.72,D
-17.49575,122.31034,324.31,1.01,1.01,2026-05-04,0724,A,77,6.1NRT,303.09,15.75,D
-17.49713,122.30109,317.55,1.01,1.01,2026-05-04,0724,A,66,6.1NRT,302.5,9,D
-17.17769,124.30516,326.09,1.2,1.09,2026-05-04,0726,A,75,6.1NRT,304.69,19.12,D
-17.48693,122.30889,315.77,1.01,1.01,2026-05-04,0726,A,23,6.1NRT,302.03,6.63,D
-17.48831,122.29964,315.92,1.01,1.01,2026-05-04,0726,A,27,6.1NRT,301.88,6.9,D
-17.16817,124.30345,336.74,1.2,1.09,2026-05-04,0726,A,87,6.1NRT,303.56,38.42,D
-17.16991,124.29258,323.19,1.2,1.09,2026-05-04,0726,A,74,6.1NRT,304.12,15.18,D
-17.13462,124.20844,337.42,1.18,1.08,2026-05-04,0726,A,87,6.1NRT,304.19,35.61,D
-17.13637,124.1977,351.35,1.18,1.08,2026-05-04,0726,A,96,6.1NRT,306.11,70.23,D
-17.12696,124.22247,320.89,1.19,1.08,2026-05-04,0726,A,71,6.1NRT,305.29,13.8,D
-17.13037,124.20089,336.74,1.18,1.08,2026-05-04,0726,A,87,6.1NRT,304.36,37.89,D
-16.95085,124.32019,318.6,1.21,1.09,2026-05-04,0726,A,66,6.1NRT,303.37,11.04,D
-16.94128,124.31849,314.72,1.21,1.09,2026-05-04,0726,A,41,6.1NRT,301.88,6.73,D
-16.07043,126.25269,320.99,1.67,1.27,2026-05-04,0726,A,72,6.1NRT,301.01,24.4,D
-16.05933,126.25072,328.03,1.67,1.27,2026-05-04,0726,A,80,6.1NRT,299.96,39.73,D
-16.02958,126.35498,312.91,1.7,1.28,2026-05-04,0726,A,21,6.1NRT,296.59,12.09,D
-16.0295,126.34817,312.27,1.7,1.28,2026-05-04,0726,A,34,6.1NRT,297.33,11.17,D
-16.01078,126.18855,315.34,1.65,1.26,2026-05-04,0726,A,61,6.1NRT,300.49,16.11,D
-15.94991,126.14114,315.12,1.65,1.26,2026-05-04,0726,A,60,6.1NRT,298.77,15.47,D
-15.95243,126.12627,315.26,1.64,1.26,2026-05-04,0726,A,55,6.1NRT,299.13,15.03,D
-15.9014,126.22486,315.79,1.67,1.27,2026-05-04,0726,A,63,6.1NRT,300.38,14.96,D
-15.92953,126.06126,316.23,1.62,1.25,2026-05-04,0726,A,42,6.1NRT,299.35,13.92,D
-15.86597,126.29661,317.35,1.69,1.28,2026-05-04,0726,A,66,6.1NRT,300.09,18.66,D
-15.86329,126.30509,316.45,1.7,1.28,2026-05-04,0726,A,55,6.1NRT,299.32,15.8,D
-15.87895,126.07545,316.27,1.63,1.26,2026-05-04,0726,A,27,6.1NRT,296.38,16.05,D
-15.91534,125.85826,325.62,1.57,1.24,2026-05-04,0726,A,78,6.1NRT,294.35,35.78,D
-15.8757,125.8951,314.43,1.58,1.24,2026-05-04,0726,A,45,6.1NRT,295.86,15.49,D
-15.84515,126.0084,311.79,1.62,1.25,2026-05-04,0726,A,25,6.1NRT,295.98,11.4,D
-15.81637,126.10982,321.08,1.65,1.26,2026-05-04,0726,A,69,6.1NRT,297.59,25.92,D
-15.8106,125.93658,318.21,1.6,1.25,2026-05-04,0726,A,68,6.1NRT,295.14,22.79,D
-15.74962,126.23121,314.44,1.68,1.28,2026-05-04,0726,A,44,6.1NRT,296.93,15.09,D
-15.7726,126.09549,314.57,1.65,1.26,2026-05-04,0726,A,60,6.1NRT,294.73,17.11,D
-15.77508,126.08076,312.85,1.64,1.26,2026-05-04,0726,A,54,6.1NRT,296.49,14.35,D
-15.695,126.34779,313.97,1.72,1.29,2026-05-04,0726,A,49,6.1NRT,297.74,14.68,D
-15.72771,126.02647,314.05,1.63,1.26,2026-05-04,0726,A,37,6.1NRT,297.48,14.33,D
-15.73028,126.01167,319.95,1.62,1.25,2026-05-04,0726,A,71,6.1NRT,297.48,24.89,D
-15.72599,126.01931,324.08,1.63,1.26,2026-05-04,0726,A,68,6.1NRT,297.59,31.5,D
-15.83662,124.96073,313.47,1.37,1.16,2026-05-04,0726,A,41,6.1NRT,295.85,10.41,D
-15.64159,126.04952,319.89,1.64,1.26,2026-05-04,0726,A,56,6.1NRT,296.92,25.15,D
-15.58607,126.17223,317.38,1.68,1.27,2026-05-04,0726,A,68,6.1NRT,297.63,20.82,D
-15.51671,126.17501,319.54,1.68,1.28,2026-05-04,0726,A,44,6.1NRT,296.74,22.74,D
-15.51937,126.15971,321.45,1.68,1.27,2026-05-04,0726,A,38,6.1NRT,297.46,26.33,D
-15.50825,126.15767,322.95,1.68,1.27,2026-05-04,0726,A,31,6.1NRT,296.68,27.89,D
-15.5109,126.14249,333.98,1.68,1.27,2026-05-04,0726,A,0,6.1NRT,294.91,56.52,D
-15.51635,126.16808,327.55,1.68,1.28,2026-05-04,0726,A,73,6.1NRT,297.43,40.31,D
-15.50778,126.15075,337.29,1.68,1.27,2026-05-04,0726,A,83,6.1NRT,297.11,67.48,D
-15.47003,126.23813,327.82,1.71,1.28,2026-05-04,0726,A,81,6.1NRT,299.47,42.93,D
-15.45881,126.23613,335.96,1.71,1.28,2026-05-04,0726,A,87,6.1NRT,299.49,66.32,D
-15.46143,126.22077,354.43,1.7,1.28,2026-05-04,0726,A,97,6.1NRT,301.01,142.46,D
-15.46401,126.20566,313.13,1.7,1.28,2026-05-04,0726,A,52,6.1NRT,295.41,11.13,D
-15.48266,125.96274,318.87,1.63,1.26,2026-05-04,0726,A,70,6.1NRT,297.76,22.51,D
-15.48517,125.94809,325.47,1.62,1.25,2026-05-04,0726,A,79,6.1NRT,297.88,35.6,D
-15.47169,125.96075,357.61,1.63,1.26,2026-05-04,0726,A,93,6.1NRT,297.14,151.21,D
-15.47421,125.94614,368.6,1.62,1.25,2026-05-04,0726,A,94,6.1NRT,298.46,214.99,D
-15.36153,126.13432,356.22,1.68,1.28,2026-05-04,0726,A,98,6.1NRT,299.75,149.98,D
-15.36415,126.11903,316.64,1.68,1.27,2026-05-04,0726,A,66,6.1NRT,298.44,16.75,D
-15.21587,125.48236,320,1.52,1.22,2026-05-04,0726,A,72,6.1NRT,299.07,18.25,D
-15.0186,126.50655,318.82,1.82,1.32,2026-05-04,0726,A,70,6.1NRT,298.57,23.94,D
-15.02143,126.49029,311.9,1.82,1.32,2026-05-04,0726,A,50,6.1NRT,297.93,10.22,D
-13.87344,127.02233,314.9,2.1,1.41,2026-05-04,0726,A,62,6.1NRT,296.98,20.76,D
-24.46151,148.33492,315.68,2.75,1.59,2026-05-04,1043,T,92,6.1NRT,288.74,66.02,N
-24.45456,148.35393,303.48,2.74,1.58,2026-05-04,1043,T,55,6.1NRT,287.81,28.72,N
-24.45689,148.32774,309.99,2.75,1.59,2026-05-04,1043,T,79,6.1NRT,288.47,47.11,N
-19.31799,129.69559,302.68,1.02,1.01,2026-05-04,1221,T,51,6.1NRT,292.16,4.24,N
-17.54213,132.79251,302.2,1.17,1.08,2026-05-04,1221,T,47,6.1NRT,291.43,5.14,N
-17.12336,132.57106,306.48,1.16,1.07,2026-05-04,1221,T,40,6.1NRT,292.34,6.58,N
-17.05335,132.7789,303.53,1.19,1.08,2026-05-04,1221,T,56,6.1NRT,291.94,5.25,N
-34.26068,140.64809,309.9,1.79,1.31,2026-05-04,1217,T,79,6.1NRT,282.77,29.76,N
-16.85935,132.71199,307.6,1.18,1.08,2026-05-04,1221,T,11,6.1NRT,278.43,10.61,N
-16.82189,132.82849,314.72,1.2,1.09,2026-05-04,1221,T,90,6.1NRT,276.6,16.43,N
-16.81737,132.83304,307.89,1.2,1.09,2026-05-04,1221,T,73,6.1NRT,275.9,12.56,N
-16.81901,132.82205,308.64,1.2,1.09,2026-05-04,1221,T,75,6.1NRT,276.36,13.02,N
-16.80943,132.82042,313.79,1.2,1.09,2026-05-04,1221,T,79,6.1NRT,276.77,17.11,N
-17.6934,123.83426,351.49,2.17,1.43,2026-05-04,1221,T,100,6.1NRT,296.34,197.27,N
-17.69545,123.81416,344.7,2.18,1.43,2026-05-04,1221,T,100,6.1NRT,295.96,154.45,N
-17.69751,123.79404,324.16,2.19,1.43,2026-05-04,1221,T,100,6.1NRT,294.79,63.04,N
-17.69956,123.77392,304.39,2.19,1.44,2026-05-04,1221,T,23,6.1NRT,293.22,13.4,N
-17.7051,123.82919,306.76,2.17,1.43,2026-05-04,1221,T,59,6.1NRT,294.16,17.06,N
-17.69248,123.82757,362.73,2.17,1.43,2026-05-04,1221,T,100,6.1NRT,297.44,284.32,N
-17.69468,123.80752,324.89,2.18,1.43,2026-05-04,1221,T,100,6.1NRT,294.68,64.18,N
-17.69689,123.78742,324.61,2.19,1.43,2026-05-04,1221,T,100,6.1NRT,294.49,64.02,N
-17.68204,123.8059,306.08,2.18,1.43,2026-05-04,1221,T,23,6.1NRT,293.9,15.39,N
-17.38748,124.15009,304.49,2.03,1.39,2026-05-04,1221,T,60,6.1NRT,294.31,11.94,N
-15.77556,135.58461,304.18,1.91,1.35,2026-05-04,1221,T,59,6.1NRT,291.38,10.36,N
-15.55764,129.98228,308.58,1,1,2026-05-04,1221,T,75,6.1NRT,296.49,6.01,N
-15.6134,129.24648,308.15,1.01,1,2026-05-04,1221,T,74,6.1NRT,295.73,4.92,N
-15.48585,130.04573,306.87,1,1,2026-05-04,1221,T,62,6.1NRT,295.18,4.17,N
-15.47703,130.0444,314.62,1,1,2026-05-04,1221,T,90,6.1NRT,295.75,10.15,N
-15.47829,130.03531,309.2,1,1,2026-05-04,1221,T,64,6.1NRT,295.94,6.11,N
-15.95104,125.86312,303.43,1.45,1.19,2026-05-04,1221,T,51,6.1NRT,292.93,7.95,N
-15.92971,125.95324,303.36,1.43,1.18,2026-05-04,1221,T,50,6.1NRT,293.18,6.63,N
-15.91468,125.99091,306.4,1.42,1.18,2026-05-04,1221,T,54,6.1NRT,292.76,9.32,N
-15.89637,125.99591,303.66,1.42,1.18,2026-05-04,1221,T,25,6.1NRT,292.79,7.72,N
-15.80845,125.96477,302.69,1.42,1.18,2026-05-04,1223,T,51,6.1NRT,291.69,7.85,N
-15.46733,126.24651,304.39,1.35,1.15,2026-05-04,1223,T,43,6.1NRT,292.52,7.12,N
-15.45868,126.23299,303.78,1.35,1.15,2026-05-04,1223,T,52,6.1NRT,292.89,6.12,N
-15.20505,125.47913,306.51,1.5,1.21,2026-05-04,1223,T,68,6.1NRT,294.42,7.46,N
-14.9108,126.7121,307.96,1.24,1.11,2026-05-04,1223,T,63,6.1NRT,294.68,8.09,N
-30.89942,115.64258,306.5,2.02,1.39,2026-05-04,1357,T,68,6.1NRT,283,30.1,N
-30.90341,115.62229,313.35,2.02,1.38,2026-05-04,1357,T,87,6.1NRT,282.71,43.64,N
-30.89679,115.63633,311.01,2.02,1.39,2026-05-04,1357,T,81,6.1NRT,282.73,37.07,N
-30.23153,115.18425,357.5,1.95,1.36,2026-05-04,1357,T,100,6.1NRT,287.13,220.02,N
-30.23521,115.1653,322.91,1.95,1.36,2026-05-04,1357,T,100,6.1NRT,284.42,62.37,N
-30.2393,115.18143,337.19,1.95,1.36,2026-05-04,1357,T,100,6.1NRT,286.48,111.38,N
-30.22742,115.17809,328.68,1.95,1.36,2026-05-04,1357,T,100,6.1NRT,285.35,79.81,N
-14.06456,131.88193,304.79,1.21,1.09,2026-05-04,1815,A,62,6.1NRT,293.16,7.21,N
-15.4651,130.03848,310.69,1.5,1.21,2026-05-04,1815,A,81,6.1NRT,285.65,20.38,N
-16.10344,132.07391,302.37,1.12,1.05,2026-05-04,1815,A,49,6.1NRT,290.58,5.37,N
-16.16066,132.02707,300.91,1.12,1.05,2026-05-04,1815,A,35,6.1NRT,290.75,4.65,N
-16.23407,131.95177,301.37,1.13,1.06,2026-05-04,1815,A,11,6.1NRT,290.87,4.23,N
-16.23569,131.96196,304.78,1.12,1.06,2026-05-04,1815,A,62,6.1NRT,290.58,6.69,N
-16.23731,131.97215,302.5,1.12,1.06,2026-05-04,1815,A,27,6.1NRT,290.45,4.94,N
-16.82563,132.8329,302.01,1.04,1.02,2026-05-04,1815,A,46,6.1NRT,289.82,5.32,N
-15.84462,126.12618,300.41,2.91,1.63,2026-05-04,1817,A,27,6.1NRT,289.94,18.64,N
-17.14356,124.21086,300.46,3.82,1.83,2026-05-04,1817,A,28,6.1NRT,288.94,31.27,N
-17.68068,123.79675,304.73,4,1.86,2026-05-04,1817,A,61,6.1NRT,289.58,49.59,N
-30.58871,146.80669,309.37,2.22,1.44,2026-05-04,2316,T,68,6.1NRT,287.98,29.73,D
-30.59066,146.82964,309.09,2.23,1.45,2026-05-04,2316,T,68,6.1NRT,287.65,29.81,D
-34.44421,142.32014,300.29,1.29,1.13,2026-05-04,2316,T,32,6.1NRT,285.03,7.98,D
-34.26052,140.61015,300.46,1.09,1.04,2026-05-04,2316,T,37,6.1NRT,285.6,6.14,D
-37.01547,149.36414,305.94,3.85,1.83,2026-05-04,2318,T,62,6.1NRT,282.65,68.43,D
-15.20689,125.48459,309.7,2.46,1.51,2026-05-05,0050,T,53,6.1NRT,294.89,15.62,D
-15.47655,125.95457,308.55,2.7,1.57,2026-05-05,0050,T,33,6.1NRT,292.6,14.11,D
-15.66965,126.36751,314.16,2.93,1.63,2026-05-05,0050,T,66,6.1NRT,294.79,36.68,D
-15.6726,126.39443,313.19,2.94,1.63,2026-05-05,0050,T,64,6.1NRT,294.59,33.42,D
-15.67466,126.38758,315.87,2.94,1.63,2026-05-05,0050,T,69,6.1NRT,294.63,44.23,D
-15.94072,126.04961,310.88,2.79,1.6,2026-05-05,0052,T,57,6.1NRT,294.24,22.01,D
-15.9882,125.91004,313.8,2.73,1.58,2026-05-05,0052,T,65,6.1NRT,295.27,31.11,D
-17.13012,124.20482,313,2.08,1.4,2026-05-05,0052,T,31,6.1NRT,296.98,17.65,D
-17.13228,124.22391,312.62,2.09,1.41,2026-05-05,0052,T,22,6.1NRT,297.23,16.26,D
-17.16384,124.2787,313.02,2.11,1.41,2026-05-05,0052,T,46,6.1NRT,296.93,17.72,D
-17.16605,124.29802,324.11,2.12,1.41,2026-05-05,0052,T,79,6.1NRT,297.45,50.82,D
-17.16765,124.29211,327.18,2.12,1.41,2026-05-05,0052,T,82,6.1NRT,297.84,59.79,D
-17.30742,124.38921,317.02,2.16,1.43,2026-05-05,0052,T,71,6.1NRT,297.31,31.2,D
-17.3096,124.40913,315.2,2.17,1.43,2026-05-05,0052,T,69,6.1NRT,297.67,26.72,D
-17.39815,124.15582,311.29,2.08,1.4,2026-05-05,0052,T,59,6.1NRT,298.07,13.6,D
-17.55496,123.82234,310.39,1.97,1.37,2026-05-05,0052,T,56,6.1NRT,297.58,13.31,D
-17.56109,123.8333,312.83,1.98,1.37,2026-05-05,0052,T,63,6.1NRT,298.44,18.31,D
-17.47261,122.26705,343.67,1.51,1.21,2026-05-05,0052,T,93,6.1NRT,293.66,79.97,D
-17.47433,122.28095,324.05,1.51,1.21,2026-05-05,0052,T,30,6.1NRT,292.02,26.33,D
-17.47767,122.27464,331.46,1.51,1.21,2026-05-05,0052,T,55,6.1NRT,293.22,42.26,D
-17.51247,122.38435,320.73,1.54,1.22,2026-05-05,0052,T,77,6.1NRT,291.53,27.03,D
-17.78825,123.90597,320.14,2.02,1.38,2026-05-05,0052,T,75,6.1NRT,296.43,35.16,D
-17.79031,123.92471,316.49,2.02,1.39,2026-05-05,0052,T,64,6.1NRT,297.98,25.38,D
-17.74515,123.00564,309.59,1.72,1.29,2026-05-05,0052,T,36,6.1NRT,296.99,10.14,D
-17.76426,123.06821,311.79,1.74,1.29,2026-05-05,0052,T,22,6.1NRT,296.89,13.13,D
-17.76181,123.06267,312.4,1.74,1.29,2026-05-05,0052,T,42,6.1NRT,297.26,14.59,D
-20.59823,116.77828,334.06,1,1,2026-05-05,0052,T,82,6.1NRT,297.93,30.86,D
-20.5996,116.78773,319.72,1,1,2026-05-05,0052,T,76,6.1NRT,296.63,13.95,D
-21.60728,122.26209,307.43,1.72,1.29,2026-05-05,0052,T,38,6.1NRT,296.39,9.83,D
-21.60905,122.2785,310.6,1.73,1.29,2026-05-05,0052,T,59,6.1NRT,295.54,14.98,D
-28.8269,114.8456,303.29,1,1,2026-05-05,0054,T,55,6.1NRT,285.69,6.27,D
-30.9084,115.63643,300.69,1.02,1.01,2026-05-05,0054,T,40,6.1NRT,289.5,4.01,D
-33.0797,115.79069,301.29,1.05,1.02,2026-05-05,0054,T,46,6.1NRT,285.7,6.54,D
-45.66509,168.92856,306.55,1,1,2026-05-05,0438,A,64,6.1NRT,279.61,11.12,D
-35.48148,139.52544,302.27,1.07,1.03,2026-05-05,0620,A,51,6.1NRT,284.71,6.5,D
-35.483,139.51392,301.69,1.07,1.03,2026-05-05,0620,A,48,6.1NRT,286.46,5.99,D
-33.71794,138.66148,304.07,1.1,1.04,2026-05-05,0622,A,58,6.1NRT,283.55,8.77,D
-31.76327,148.89291,303.03,2.6,1.55,2026-05-05,0622,A,55,6.1NRT,289.6,23.94,D
-31.77109,148.89062,301.59,2.6,1.55,2026-05-05,0622,A,48,6.1NRT,289.69,20.64,D
-30.63749,147.73772,304.18,2.31,1.47,2026-05-05,0622,A,58,6.1NRT,291.87,19.28,D
-30.60598,146.74094,306.9,1.98,1.37,2026-05-05,0622,A,49,6.1NRT,293.97,16.84,D
-30.59753,146.75246,304.29,1.99,1.38,2026-05-05,0622,A,45,6.1NRT,294.04,12.43,D
-30.60152,146.73245,330.95,1.98,1.37,2026-05-05,0622,A,87,6.1NRT,294.45,79.29,D
-30.58558,146.74916,309.92,1.99,1.38,2026-05-05,0622,A,69,6.1NRT,293.91,23,D
-30.58959,146.72917,328.58,1.98,1.37,2026-05-05,0622,A,86,6.1NRT,293.91,71.53,D
-20.90553,134.72459,325.18,1.21,1.09,2026-05-05,0625,A,81,6.1NRT,301.48,22.28,D
-20.90698,134.71326,319.06,1.21,1.09,2026-05-05,0625,A,74,6.1NRT,301.36,14.29,D
-20.90079,134.72874,310.87,1.21,1.09,2026-05-05,0625,A,24,6.1NRT,300.67,5.29,D
-20.9023,134.71744,324.09,1.21,1.09,2026-05-05,0625,A,79,6.1NRT,301.58,21.27,D
-19.23973,135.1627,311.39,1.11,1.05,2026-05-05,0625,A,61,6.1NRT,298.93,7.29,D
-42.34727,146.55418,361.2,1.14,1.06,2026-05-05,0618,A,100,6.1NRT,285.16,111.04,D
-18.73013,134.30545,312.21,1.2,1.09,2026-05-05,0625,A,46,6.1NRT,300.05,7.19,D
-41.31696,146.68806,311.06,1.19,1.09,2026-05-05,0618,A,71,6.1NRT,285.71,16.19,D
-16.88445,135.71895,314.23,1.02,1.01,2026-05-05,0625,A,61,6.1NRT,301.95,6.76,D
-41.19147,147.26276,345.4,1.26,1.12,2026-05-05,0618,A,94,6.1NRT,288.95,77.95,D
-17.61977,128.45065,315.32,3.06,1.66,2026-05-05,0625,A,48,6.1NRT,296.44,32.53,D
-41.19424,147.24794,335.69,1.26,1.12,2026-05-05,0618,A,90,6.1NRT,287.22,54.81,D
-17.13707,132.58292,338.62,1.46,1.19,2026-05-05,0625,A,89,6.1NRT,301.94,58.82,D
-17.13873,132.56956,318.3,1.46,1.2,2026-05-05,0625,A,28,6.1NRT,299.96,15.48,D
-17.14181,132.5769,325.36,1.46,1.19,2026-05-05,0625,A,74,6.1NRT,299.97,26.64,D
-17.1313,132.57545,323.5,1.46,1.19,2026-05-05,0625,A,77,6.1NRT,302.07,23.92,D
-16.69859,135.60141,349.31,1.03,1.01,2026-05-05,0625,A,95,6.1NRT,300.05,57.33,D
-16.69993,135.59204,343.93,1.03,1.01,2026-05-05,0625,A,92,6.1NRT,300.09,46.47,D
-16.6897,135.60002,333.75,1.03,1.01,2026-05-05,0625,A,86,6.1NRT,298.72,29.4,D
-16.69103,135.59067,345.09,1.03,1.01,2026-05-05,0625,A,93,6.1NRT,300.38,48.85,D
-17.05038,132.79118,314.3,1.41,1.18,2026-05-05,0625,A,54,6.1NRT,298.69,11.21,D
-17.05203,132.77824,332.23,1.41,1.18,2026-05-05,0625,A,85,6.1NRT,300.67,43.45,D
-17.04169,132.77681,341.99,1.41,1.18,2026-05-05,0625,A,91,6.1NRT,299.08,68.33,D
-17.01477,132.76753,310.3,1.41,1.18,2026-05-05,0625,A,48,6.1NRT,298.79,7.15,D
-17.00371,132.52509,310.95,1.47,1.2,2026-05-05,0625,A,52,6.1NRT,299.66,8.46,D
-16.92618,132.88518,340.69,1.39,1.17,2026-05-05,0625,A,76,6.1NRT,300.61,56.92,D
-17.40222,128.79507,315.15,2.86,1.61,2026-05-05,0625,A,63,6.1NRT,298.18,31.21,D
-17.40496,128.76915,313.69,2.87,1.62,2026-05-05,0625,A,55,6.1NRT,298.15,27.27,D
-16.91593,132.88374,330.19,1.39,1.17,2026-05-05,0625,A,37,6.1NRT,299.17,29.21,D
-16.91753,132.87108,333.28,1.39,1.17,2026-05-05,0625,A,61,6.1NRT,299.24,34.78,D
-16.91829,132.87743,337.42,1.39,1.17,2026-05-05,0625,A,88,6.1NRT,300.02,44.92,D
-17.41215,128.78923,313.05,2.86,1.61,2026-05-05,0625,A,46,6.1NRT,297.33,22.39,D
-16.89945,132.86192,337.75,1.39,1.17,2026-05-05,0625,A,89,6.1NRT,299.65,46.08,D
-16.87729,132.87172,331.94,1.39,1.17,2026-05-05,0627,A,77,6.1NRT,300.66,36.49,D
-16.89721,132.71817,321.07,1.42,1.18,2026-05-05,0627,A,41,6.1NRT,299.84,18.91,D
-17.37233,128.75876,321.85,2.87,1.62,2026-05-05,0627,A,50,6.1NRT,296.2,54.21,D
-16.86704,132.8703,323.82,1.39,1.17,2026-05-05,0627,A,53,6.1NRT,299.41,22.94,D
-16.8736,132.81953,334.12,1.4,1.17,2026-05-05,0627,A,86,6.1NRT,298.98,44.82,D
-17.35241,128.80905,321.3,2.84,1.61,2026-05-05,0627,A,57,6.1NRT,297.07,51.3,D
-16.87648,132.71527,353.59,1.42,1.18,2026-05-05,0627,A,97,6.1NRT,300.92,101.77,D
-16.87814,132.70229,322.41,1.42,1.18,2026-05-05,0627,A,23,6.1NRT,298.15,19.36,D
-17.32405,128.80573,351.08,2.84,1.61,2026-05-05,0627,A,96,6.1NRT,298.98,256.77,D
-17.32685,128.77963,343.1,2.86,1.61,2026-05-05,0627,A,92,6.1NRT,297.76,185.5,D
-16.84114,132.82787,318.93,1.39,1.17,2026-05-05,0627,A,48,6.1NRT,298.69,16.01,D
-17.30989,128.80394,318.63,2.84,1.61,2026-05-05,0627,A,59,6.1NRT,298.03,41.46,D
-16.84866,132.68489,333.84,1.42,1.18,2026-05-05,0627,A,73,6.1NRT,298.78,44.03,D
-16.83436,132.82143,318.07,1.39,1.17,2026-05-05,0627,A,46,6.1NRT,299.11,14.12,D
-17.32046,128.80043,360.77,2.84,1.61,2026-05-05,0627,A,100,6.1NRT,299.42,370.76,D
-17.32344,128.77437,334.89,2.86,1.61,2026-05-05,0627,A,86,6.1NRT,297.71,129.26,D
-17.14326,127.64189,324.57,3.49,1.76,2026-05-05,0627,A,58,6.1NRT,293.81,98.3,D
-17.14317,127.66807,314.87,3.47,1.75,2026-05-05,0627,A,44,6.1NRT,294,45.69,D
-17.14666,127.63555,317.05,3.49,1.76,2026-05-05,0627,A,55,6.1NRT,293.54,57.44,D
-17.12779,127.66589,318.6,3.47,1.75,2026-05-05,0627,A,58,6.1NRT,294.46,61.96,D
-17.07515,127.72274,314.76,3.43,1.74,2026-05-05,0627,A,61,6.1NRT,296.08,42.33,D
-17.01097,128.04918,313.99,3.23,1.7,2026-05-05,0627,A,41,6.1NRT,296.68,33.02,D
-17.07873,127.71873,317.02,3.43,1.74,2026-05-05,0627,A,66,6.1NRT,296.16,52.99,D
-17.00907,128.07338,314.16,3.21,1.7,2026-05-05,0627,A,58,6.1NRT,296.96,37.02,D
-16.24789,131.97252,316.22,1.57,1.23,2026-05-05,0627,A,55,6.1NRT,300.63,13.09,D
-15.73911,135.5433,321.74,1.02,1.01,2026-05-05,0627,A,74,6.1NRT,299.6,12.78,D
-15.74042,135.53409,351.62,1.02,1.01,2026-05-05,0627,A,96,6.1NRT,301.62,60.45,D
-16.11406,132.04967,342.17,1.54,1.22,2026-05-05,0627,A,91,6.1NRT,301.26,72.78,D
-16.1158,132.03566,338.5,1.54,1.22,2026-05-05,0627,A,89,6.1NRT,299.75,62.95,D
-16.10157,132.06212,333.28,1.54,1.22,2026-05-05,0627,A,81,6.1NRT,300.33,45.98,D
-16.1033,132.04816,345.16,1.54,1.22,2026-05-05,0627,A,93,6.1NRT,300.88,83.56,D
-16.10504,132.03415,317.3,1.54,1.22,2026-05-05,0627,A,41,6.1NRT,298.41,15.57,D
-16.1085,132.05634,328.68,1.54,1.22,2026-05-05,0627,A,69,6.1NRT,301.09,34.94,D
-16.11034,132.04239,346.45,1.54,1.22,2026-05-05,0627,A,93,6.1NRT,301.61,87.63,D
-16.09593,132.06877,318.1,1.53,1.22,2026-05-05,0627,A,37,6.1NRT,299,15.99,D
-16.09776,132.05484,327.11,1.54,1.22,2026-05-05,0627,A,77,6.1NRT,299.53,33.16,D
-16.09958,132.04089,327.02,1.54,1.22,2026-05-05,0627,A,58,6.1NRT,299.31,32.5,D
